fold,prediction,reference
4,غير معروفة (لا يمكن تقدير معدل التكرار من واقع البيانات المتاحة),غير معروفة (لا يمكن تقدير تكرارها من البيانات المتوفرة)
4,لذا، إذا حدث لك أي مما يلي قبل البدء بتناول لوسيك أو أثناء تناوله، تحدث إلى طبيبك على الفور:,وبالتالي، إذا ما واجهت أيًا من الأعراض التالية قبل تناول لوسيك أو أثناء تناولك إياه، فتحدث إلى طبيبك على الفور:
4,لا تحك تحت الجبيرة بأي شيء حاد.,لا تحك المنطقة الموجودة تحت الجبيرة باستخدام أشياء حادة.
4,إذا استخدمت مع أدوية أخرى مضادة للسرطان: سيقرر طبيبك الجرعة التي تحتاجها بالضبط.,في حال استخدامه مع أدوية أخرى ضد مرض السرطان: سيحدد طبيبك الجرعة التي تحتاج إليها بالضبط.
4,يمكن استخدامه مع الحليب.,و يمكن تناوله مع الحليب.
4,"قد تشعر بالارتجاف، والتعرق، والنعاس أو ""لا تكون نفسك""، وقد تشعر بالإغماء.","قد ترتعد، أو تتعرق، أو تشعر بالنعاس، أو بأنك ""لست على طبيعتك""، وقد يُغمى عليك."
4,اضغط بشرتك معاً بإحكام.,اضغط على الجلد بقوة.
4,"كنت حاليًا تستخدم أدوية تؤثر على النزيف (انظر القسم 2، ""الأدوية الأخرى و إنوكسا"")","كنت تستخدم حاليًا أدوية تؤثر على النزيف (انظر القسم 2 ، ""أدوية أخرى و إنوكسا"")"
4,سوف تكون قادراً على البلع والتنفس.,ستكون قادرًا على البلع والتنفس.
4,اتبع تعليمات طبيبك وتأكد من قراءة النشرات الخاصة بهذه المضادات الحيوية.,اتبع تعليمات الطبيب وتأكد أنك قرأت النشرة المرفقة لهذه المضادات الحيوية.
4,تمارين علاج آلام أسفل الظهر,تمارين لآلام أسفل الظهر
4,مثل جميع الأدوية، قد يكون لتابال آر تي اس آثار جانبية، ولكن ليس بالضرورة أن تحدث لدى الجميع.,مثل كل الأدوية، قد يكون لبابال آر تي اس آثار جانبية إِلَّا أنها لا تحدث للجميع.
4,التحكم طويل الأمد في الإكزيما والتهاب الجلد.,المعالجة طويلة الاجل للأكزيما والتهاب الجلد.
4,شاري ما تشعر به من قلق,شاركي مخاوفك مع الآخرين
4,فترة العلاج تكافئ وقت نمو الحيوانات المنوية والوقت الذي يمكن فيه توقع تحسن.,تُساوي فترة العلاج الوقت اللازم لنمو المني والوقت اللازم لتوقّع ظهور تحسّن.
4,إذا كنت تعاني من عدوى مهبلية تتكرر، فجربي النصائح التالية للمساعدة في الوقاية منها:,إذا كنت تعانين من عدوى مهبلية تعاود الرجوع بصفة مستمرة، فاحرصي على اتباع هذه الإرشادات للوقاية منها:
4,سيكلوسبورين (دواء يضعف جهاز المناعة بعد الزرع)،,سيكلوسبورين (وهو دواء يُضعِف الجهاز المناعي بعد زرع الأعضاء)،
4,طفح جلدي أو طفح جلدي (التهابات الجلد),طفح الجلد أو ثورات (طفح)
4,سوف يُطلب منك الاستلقاء على طاولة الفحص وضع قدميك في أدوات عند نهاية الطاولة، تسمى الارتجاف.,سيُطلب منك الاستلقاء على طاولة الفحص ووضع قدميك على حوامل في نهاية الطاولة، تسمى الركائب.
4,بريدنيزولون هو دواء ستيرويدي، يوصف للعديد من الحالات المختلفة، بما في ذلك الأمراض الخطيرة.,بريدنيزولون هو دواء ستيرويدي، ويتم وصفه للعديد من الحالات  المختلفة، بما فيها الأمراض الخطيرة.
4,كما هو الحال مع أي مضاد حيوي، قد يؤدي استخدام أوبتيسين لفترة طويلة إلى الإصابة بالعدوى الأخرى.,كما هو الحال مع أي مضاد حيوي، استخدام أوبتيسين لفترة طويلة قد يؤدي إلى التهابات أخرى.
4,لا تتوقف عن تناوله فقط لأنك تشعر بتحسن.,لاتكف عن اخذه لمجرد أنك تشعر بأنك أفضل.
4,أنواع الجلوكوما,أنواع الجلوكوما
4,يمكن أن تكون هذه الأمراض خطيرة، وعادة ما تبدأ خلال أيام أو أسابيع قليلة من بدء تناول الدواء.,يمكن أن تكون هذه الأمراض خطيرة، وتظهر عادةً خلال بضعة أيام أو أسابيع من بداية العلاج بالدواء.
4,تم الإبلاغ عن حالات الطفح الجلدي المهدد للحياة (متلازمة ستيفنز جونسون، انحلال البشرة السمي) مع استخدام ميلوكسيكام، ويتظهر في البداية على شكل بقع حمراء شبيهة بالهدف أو بقع دائرية غالباً مع ظهور بثور مركزية على الجذع.,تم الإبلاغ عن حدوث الطفح الجلدي المهدد للحياة (متلازمة ستيفنس جونسون، انحلال البشرة السمي) مع استخدام ميلوكسيكام، والذي يظهر في البداية على شكل بقع حمراء أو بقع دائرية في كثير من الأحيان مع ظهور بثور مركزية على الجذع.
4,احرص على الحصول على هذه العناصر لمدة 3 أيام لكل شخص وكل حيوان أليف.,قم بتوفير مؤن تكفي لمدة ثلاثة أيام من هذه الأشياء لكل شخص وحيوان في المنزل.
4,اختر الأطعمة التي تبدو رائحتها جيدة لك.,اختاري الأطعمة التي يكون شكلها ورائحتها مقبولة بالنسبة لك.
4,السليلوز الدقيق البلورات,كريستالين دقيق من السيليلوز
4,ألم، وخز، تنميل أو برودة الساق,ألم أو وخز أو تنميل أو برودة في الساق
4,إذا كنت تعاني من مرض معتدل في الكبد، يجب ألا تتناول أكثر من 30 ملجم يومياً.,إذا كنت تعاني من مرض متوسط في الكبد، يجب عدم تناول أكثر من 30 ملغم يومياً.
4,إذا كنت تستخدمين السدادات أو كأس الحيض، فيجب عليك تغييرها بحذر لتجنب سحب خيوط ميرينا.,إذا كنت تستخدمين السدادات القطنية أو كأس الحيض ، فيجب عليك تغييرها بعناية حتى لا تسحب خيوط ميرينا.
4,١٤، ٢٠، ٢٨، ٣٠، ٥٠، ٦٠، ٩٨، ١٠٠، ٢٥٠ قرص قد لا تتوفر جميع أحجام العبوات في الأسواق.,14 و20 و28 و30 و50 و60 و98 و100 و250 قرصًا قد لا يتم تسويق جميع أحجام العبوات.
4,في الولايات المتحدة، توجد قوانين تتطلب استخدام مقعد السيارة والمقعد التعزيزي مع الأطفال.,في جميع أنحاء الولايات المتحدة، توجد قوانين توجب استخدام مقاعد السيارات والمقاعد المعززة الداعمة للأطفال.
4,أشعــر أنواع التهــاب المفاصل هي التهــاب المفاصل العظمي.,أكثر أنواع التهاب المفاصل شيوعًا هو هشاشة العظام.
4,لا يُعتقد أن اللقاح من المحتمل أن يحميك أنت أو طفلك من هذه الأنواع الأكثر خطورة من العدوى.,لا يُعتقد أن يحميك اللقاح أنت أو طفلك من هذه الأنواع البسيطة من الالتهابات.
4,صلابة الثديين، ألم و دافئ عند اللمس,ثديان صلبان ومؤلمان وحساسان عند اللمس
4,كسر في الورك، الرسغ أو العمود الفقري.,كسر في الورك والمعصم أو العمود الفقري.
4,يمكن أن تصاب بفيروس الورم الحليمي البشري عن طريق ممارسة الجنس عن طريق الفم أو المهبل أو الشرج مع شخص مصاب بالفيروس.,يمكن الإصابة بفيروس الورم الحليمي البشري عن طريق ممارسة الجنس الفموي أو المهبلي أو الشرجي مع شخص مصاب بالفيروس.
4,قد تواجه مشاكل في النوم وتشعر بالدوار بعد التوقف عن تناول هذا الدواء، حتى لو لم تتناوله كل يوم.,"قد يكون لديك مشاكل في النوم، وتشعر بالدوار بعد التوقف عن تناول هذا الدواء, حتى ولو لم تكن تتناوله كل يوم."
4,حركات غير عادية للعين، عدم الثبات، صعوبة في التحكم في الحركات، ارتعاش، حركات غير طبيعية أو غير منسقة، عدم التنسيق، الكلام غير المنتظم، الارتباك، الدبابيس أو التنميل، النعاس، الدوخة، الدوار، الأرق، العصبية، ارتعاش العضلات، الصداع وتغير التذوق.,حركات غير عادية للعين، عدم الثبات، صعوبة في التحكم في الحركات، رعشة، حركات غير طبيعية أو غير منسقة، تداخل الكلام، تشوش، الشعور بالوخز بالدبابيس والإبر أو التنميل، النعاس، الدوار، الدوخة، الأرق، العصبية، نفضان العضلات، الصداع، تغير المذاق.
4,لاميكتال يمكن أن يؤثر أيضا على طريقة عمل بعض الأدوية الأخرى.,لاميكتال قد يؤثر على أيضاً على طريقة عمل الأدوية الأخرى.
4,تمارين رباطية الأربطة,تمارين الكفة المدورة
4,اطلب المساعدة في إزالة الأحجار والأدوات والثلج والأوراق المبللة والبارد على الممرات والسلالم.,اطلبي المساعدة لإبعاد الصخور والأدوات والجليد والأوراق الرطبة والثلج الموجود في ممرات السير وعلى درجات السلم.
4,للإبلاغ عن الآثار الجانبية:,الإبلاغ عن الأعراض الجانبية:
4,وهذا يطلق قبضة السلامة.,سيحرر قبضة السلامة.
4,اذهب إلى الداخل واستمع إلى التقارير التي تُبث عبر التليفزيون أو الإذاعة أو الإنترنت، وسوف يتحقق المسؤولون الحكوميون والمستقلون من كمية الإشعاع ويخبرونك ما إذا كان عليك البقاء داخل المنزل أم مغادرته.,ادخل إلى مكان مغلق واستمع إلى التقارير التي ترد في التليفزيون أو الإذاعة أو على الإنترنت، فسوف يقوم مسؤولو الولاية والمسؤولون المحليون بقياس كمية الإشعاع وإخبارك عما إذا كان ينبغي عليك البقاء بالداخل أو مغادرة المنزل.
4,أغلقت المدارس والجامعات في جميع أنحاء البلاد، بما فيها الولايات المتحدة، وبرصيد، وفرنسا، وفرنسا، وفرنسا، وفرنسا، وفرنسا، وفرنسا، وفرنسا، وفرنسا، وفرنسا، وفرنسا، وفرنسا، وفرنسا، وفرنسا، وفرنسا، وفرنسا، وفرنسا، وفرنسا، وفرنسا، وفرنسا، وفرن,من الناحية الوراثية، وُجد أن فيروس التهاب الكبد الفأري (فيروس كورونا الفأري)، الذي يصيب كبد الفأر والجهاز العصبي المركزي، يرتبط بفيروس كورونا البشري أوه سي 43 وفيروس كورونا البقري.
4,لا تتناول أكثر من ثلاث أقراص في اليوم.,لا تتناول أكثر من ثلاثة أقراص يوميًا.
4,أعراض جانبية أخرى لوحظت هي:,تمت ملاحظة آثار جانبية أخرى في الأطفال والرضع،
4,هل تشعر بأي ألم في صدري؟,لكن أعاني من صعوبة في التنفس
4,اكتب هذا الوقت كبدء فحص البول الذي تبلغ فترة العمر 24 ساعة.,عليك تسجيل هذه المرة على أنها بداية اختبار البول لمدة 24 ساعة.
4,مثبطات مضخة البروتون، دواء يقلل من كمية الحمض الذي يتم إفرازه في المعدة.,"ريابنتا هو "" مثبط انتقائي لمضخة البروتون ""، وهو دواء يقلل من كمية الحامض المنتجة في معدتك."
4,إذا لم يتم السيطرة عليه، وتفاقم الحالة، فقد تظهر عليك واحدة أو أكثر من هذه العلامات:,فإذا لم تتم السيطرة على هذه المشاكل وساءت الحالة، فقد تعاني من واحد أو أكثر من الأعراض التالية:
4,سيقرر طبيبك الجرعة ومدة العلاج على أساس فردي.,سيقرر طبيبك بشأن الجرعة ومدة العلاج على أساس فردي.
4,تحدثي إلى طبيبكِ بشأن الولادة.,تحدثي مع طبيبك عن الولادة.
4,يمكنك حمل الدواء معك والاحتفاظ به في درجة حرارة الغرفة (أقل من 30 درجة مئوية) لمدة تصل إلى 4 أسابيع.,بل يمكنك حملها معك وحفظها في درجة حرارة الغرفة (أقل من 30 درجة مئوية) لمدة تصل إلى 4 أسابيع.
4,الصداع، الدوار، النعاس (خاصة في بداية العلاج).,صداع، الشعور بالدوار، النعاس (خصوصاً عند بداية العلاج).
4,إذا وصف لك طبيبك المضادات الحيوية أموكسيسيلين وكلاريثرومايسين فضلا عن أوبرازول لعلاج القرحة الناتجة عن العدوى بالجراثيم المُكتسبة بالبوابية، من المهم جداً أن تخبر طبيبك عن أي أدوية أخرى تتناولها.,إذا وصف طبيبك المضادات الحيوية أموكسيسيلين وكلاريثروميسين وكذلك أوبرازول لعلاج القرحة التي سببتها عدوى الملوية البوابية، فمن المهم جدًا أن تخبر طبيبك عن أي أدوية أخرى تتناولها.
4,الكليتان:,الكلى:
4,تشعر بالجوع بشكل أكثر من المعتاد وقد تشعر بالرغبة في تناول بعض الأطعمة.,تشعرين بالجوع مرات عديدة وقد ترغبين في تناول بعض الأطعمة.
4,إذا نسيت استخدام عقار ميجيون,إذا أغفلت استخدام عقار ميجيون
4,إذا كان طبيبك قد أخبرك بأنك لا تستطيع تحمل بعض أنواع السكريات، فاتصل بطبيبك قبل تناول هذا الدواء.,إذا أُخبرت من قبل الطبيب أنك لا تستطيع تحمل بعض أنواع السكريات، اتصل بطبيبك قبل تناول هذا الدواء.
4,يستخدم أوميرال لعلاج الحالات التالية:,يستخدم أوميرال لعلاج الحالات التالية:
4,يستخدم أوسلتا للبالغين والمراهقين والرضع والأطفال الذين تبلغ أعمارهم سنة واحدة فما فوق.,تستخدم أوسلتا للبالغين، المراهقين، الأطفال و الرضع الذين تبلغ أعمارهم سنة واحدة أو أكثر.
4,هذا الدواء غير مُصمَّم للاستعمال لدى الأطفال دون سن 12 عاماً.,هذا المنتج الطبي غير مناسب للاستخدام في الأطفال دون سن 12 عام.
4,فرط التعرق، الحكة، الطفح الجلدي، الشرى,فرط العرق، الحكة، الطفح الجلدي، الأرتيكاريا
4,الفحص بالموجات فوق الصوتية هو اختبار يستخدم الموجات الصوتية لفحص طفلك، الرحم، والمثانة.,يستخدم اختبار الموجات فوق الصوتية الموجات الصوتية لرؤية الجنين والرحم والمشيمة.
4,لديك مشاكل طفيفة في الكلى,كنت تعاني من مشكلات خفيفة في الكلى
4,القيادة واستخدام الآلات,القيادة واستعمال الآلات
4,يحفظ بعيدا عن متناول الأطفال.,احفظ بعیداً عن متناول الأطفال.
4,اتصل بطبيبك لتحديد موعد لفحص الكاحل خلال 7 إلى 10 أيام.,اتصل بالطبيب المعالج لتحديد موعد لفحص الكاحل في خلال 7 إلى 10 أيام.
4,لا تتناول الدواء إذا كنت قد تناولت أي دواء آخر يحتوي على الباراسيتامول خلال 4 ساعات الأخيرة.,لا تتناول هذا الدواء إذا كنت قد تناولت أي دواء آخر يحتوي  ىلعالباراسيتامول في آخر 4 ساعات
4,الجرعة الموصى بها قرص واحد يومياً.,الجرعة المعتادة هي قرص واحد يوميًّا.
4,لا تتناول لابريكس,موانع استعمال لابريكس
4,زيادة الشهية,زيادة الشهية
4,سيفاكلور، سيفادروكسل، سيفازولين، سيفديتورين، سيفودوكسيم، سيفبروزيل، سيفيتوبيوتين، سيفوروكسيم، سيفاليكسين، أو سيفريدين، وغيرها.,سيفاكلور سيفادروكسيل سيفازولين سيفديتورين سيفبودوكسيم سيفبروزيل سيفتيبيوتين سيفوروكسيم سيفالكسين سيفرادين أو غيرها.
4,لوحظت الآثار الجانبية التالية النادرة جدًا (قد تؤثر على ما يصل إلى شخص واحد من بين كل 10000 شخص):,شوهدت ايضا الأعراض الجانبية التالية النادرة جدا ( قد توثر على 1 من كل 10000 ) وتشمل:
4,لا ينبغي أن تتناول السيدات لجام.,يجب عدم تناول عقار لجام من قبل النساء.
4,تناول مع الماء، وشرب مع كمية كبيرة من الماء.,تناوله بالماء واشرب الكثير من الماء.
4,اسأل الصيدلي عن كيفية التخلص من الأدوية التي لم تعد بحاجة إليها.,اسأل الصيدلي عن كيفية التخلص من الأدوية التي لم تعد مطلوبة .
4,قد تعاني أيضًا من آثار في مناطق أخرى من جسمك بما في ذلك:,يمكن أن تواجه أيضاً بعض الآثار في أماكن متفرقة من الجسم مثل:
4,إذا شعرت بألم أو ضيق في صدرك بعد استخدام أوراتاب,إذا كنت تشعر بألم أو ضيق في الصدر بعد استعمال أوراتاب .
4,استرخ وكرر التمرين.,استرخ وكرر التمرين.
4,أخبر طبيبك أو الصيدلي إذا كنت تتناول أو تناولت مؤخرًا أو قد تتناول أي أدوية أخرى,أخبر طبيبك أو الصيدلي إذا كنت تتناول، قد تناولت مؤخرا أو قد تتناول أي أدوية أخرى.
4,لا تعطي الأسبرين أو المنتجات القائمة على الأسبرين للأطفال.,لا يجب إعطاء الأسبرين أو المنتجات القائمة على الأسبرين للأطفال
4,يزيد احتمالية الإصابة بنوبة (نوبات صرع) إذا تناولت مع أقراص ليفوكس,يزيد احتمالية تعرضك ل نوبة (تشنجات) إذا تناولتها مع أقراص ليفوكس.
4,الشلل اللين، العجز عن الطعام,الشلل الرخو، الفتور
4,"ليفوكس 500 ملجم - قرص أصفر مستطيل ثنائي التحدب مغلف بطبقة رقيقة محفور على أحد جانبيه ""211"" و سطح عادي على الجانب الآخر.","ليفوكس 500 ملجم: قرص أصفر مغلف بطبقة رقيقة ، مستطيل ، ثنائي الوجهين ، محفور ب ""211"" على جانب واحد وسطح عادي على الجانب الآخر."
4,أغلقت المدارس والجامعات في جميع أنحاء البلاد، بما فيها الولايات المتحدة، وبر الصين، وبر الصين، وبر الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصينية، وولاية,حتى إن بعض البلدان حظرت دخول معظم الأجانب أو جميعهم تقريبًا، أو حدت من قدرة المواطنين المحليين والمقيمين على المغادرة.
4,مشاكل في حاسة التذوق,مشاكل مع التذوق
4,إنداباميد هو مدرات للبول.,أما الإنداباميد فهو مدّر للبول.
4,الآثار الجانبية التالية قد تكون خطيرة.,قد تكون الآثار الجانبية التالية خطيرة.
4,تكدم و نزيف بسهولة بسبب انخفاض عدد الصفائح الدموية (قلة الصفائح الدموية),الكدمات والنزيف بسهولة بسبب انخفاض عدد الصفائح الدموية (نقص الصفيحات الدموية)
4,لا تتجاوز عدد ست أقراص في 24 ساعة، ما لم يخبرك الطبيب بذلك.,لا تتناول أكثر من ستة أقراص خلال 24 ساعة، ما لم يصف الطبيب ذلك.
4,الأدوية المستخدمة لعلاج ارتفاع ضغط الدم (مثبطات الإنزيم المحول للأنجيوتنسين، حاصرات بيتا)، قد يقل تأثير خافض لضغط الدم.,الأدوية التي تستعمل لعلاج ارتفاع ضغط الدم (مثبط الإنزيم المحوِّل للأنجيوتنسين، حاصرات بيتا) قد يقل مفعول الأدوية الخافض لضغط الدم.
4,الكريم أكثر ملاءمة لمعظم أمراض الجلد.,الكريم ملائم للعديد من الامراض الجلدية.
4,ألم في الأذن أو الفك,آلام في الأذن أو الفك
4,الاحمرار,البيغ
4,لا تغسل الشعر لمدة يوم إلى يومين بعد العلاج.,لا يجب غسل الشعر لمدة يوم إلى يومين بعد العلاج.
4,تعليمات الرعاية المنزلية بعد الجراحة,إرشادات الرعاية المنزلية بعد الجراحة
4,تناولي الأطعمة التي تحتوي على الحبوب الكاملة والأطعمة الغنية بالألياف، مثل الفواكه والخضروات النيئة.,احرصي على تناول الحبوب الكاملة والأطعمة التي بها نسبة عالية من الألياف مثل الفواكه والخضروات.
4,إن شربك في وقت متأخر من المساء قد يساعدك على النوم.,قد يساعد الشرب في وقت متأخر من المساء على الخلود إلى النوم.
4,لا تحاول صعود السلالم أو السلالم حتى تتمكن من استخدام العكازين جيدًا.,لا تحاول صعود الدرج أو صعود الرصيف حتى تجيد استخدام العكازات.
4,يجب عدم الإرضاع أثناء العلاج بأوكزالبلاتين.,يحظر عليك الرضاعة الطبيعية أثناء العلاج باستخدام أوكزالبلاتين.
4,بطء أو انخفاض حركة الجسم.,انخفاض أو بطء في حركة الجسم.
4,لا تقلق.,لا تقلق .
4,تحريك الذراعين والساقين,تحريك الذراعين والساقين
4,فقدان الشعر على الساقين أو القدمين أو أصابع القدمين,تساقط الشعر على الساقين أو القدمين أو أصابع القدمين
4,الرعشة الشديدة,رعشة حادة
4,مراقبة هولتر - سجل لمعدل ضربات القلب لمدة 24 إلى 48 ساعة,مراقبة تخطيط القلب الكهربائي – سجل بمعدل نبض القلب لمدة من 24 إلى 48 ساعة
4,فالبروات الصوديوم، الفينوباربيتال، الفينيتوين أو الكاربامازبين (لعلاج الصرع)،,فالبروات الصوديوم، أو فينوباربيتال، أو فينيتوين أو كاربامازيبين (لعلاج الصرع)،
4,إذا لم تتمكن من الحصول على ما يكفي من ضوء الشمس، فتناول ٦٠٠ وحدة دولية يومياً لمدة تتراوح من سنة إلى ٧٠ عاماً و ٨٠٠ وحدة دولية يومياً للذين تبلغ أعمارهم ٧١ عاماً فأكثر.,إذا لم يكنن بالإمكان من الحصول على ما يكفي من أشعة الشمس، فعليك تناول 600 وحدة دوليةIU  يوميًا للأعمار من 1 إلى 70 عامًا و 800 وحدة دولية يوميًا للأعمار 71 عامًا أو أكثر.
4,وتشمل علامات الإصابة بالتهاب الزائدة الدودية ألم في البطن في الجزء الأيمن السفلي، والحمى، وضعف الشهية، والغثيان، والتقيؤ.,تشمل أعراض الزائدة الدودية الملوثة ألم البطن في الجانب السفلي الأيمن والحمى وفقدان الشهية والغثيان والتقيؤ.
4,يُستخدم أوبتیفرش فقط كقطرة للعين.,تُستخدم أوبتیفرش كقطرة للعین فقط.
4,اسحب مكبس الحقنة إلى أسفل إلى عدد وحدات الأنسولين التي تحتاجها.,اسحب مكبس المحقن إلى أسفل حتى يصل إلى عدد وحدات الأنسولين التي تحتاجها.
4,سوف يُطلب منك البقاء في الفراش من أجل سلامتك.,وسوف يٌطلب منك البقاء في السرير من أجل سلامتك.
4,قد يرتفع مستوى السكر في الدم (فرط سكر الدم) إذا تناولت:,قد يرتفع مستوى السكر في الدم (ارتفاع سكر الدم) إذا أخذت:
4,ابدئي بغسل شعرك بالشامبو العادي واغسل جسمك بالصابون العادي.,يرجى البدء بغسل شعرك بشامبو عادي وغسل جسمك كذلك بصابون عادي.
4,إن كريات الدم الحمراء هي ما يعطي للدم لونه الأحمر.,وخلايا الدم الحمراء هي التي تمنح الدم لونه الأحمر.
4,أغلقت المدارس والجامعات في جميع أنحاء البلاد، بما فيها الولايات المتحدة، وبر الصين، وبر الصين، وبر الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصينية، وولاية,تشارك اليونسكو 10 توصيات خلال هذه الفترة:
4,ضع الغطاء بإحكام على الكوب.,ضعي الغطاء بإحكام على الكوب.
4,كيتوكونازول  يستخدم لعلاج الالتهابات الناجمة عن الفطريات.,كيتوكونازول - يُستخدم لعلاج الالتهابات الفطرية.
4,الأدوية المستخدمة في خفض نسبة الدهون في الدم مع المادة الفعالة كلوفيبريت؛,أدوية لتقليل الدهون في الدم مع المادة الفعالة كلوفيبرات.
4,للتحضير في المنزل,الإعدادات في المنزل
4,ما هو شراب لوراداد و ما هي دواعي استعماله,ما هو شراب لوراداد وما هي دواعي استعماله
4,عند اكتمال عملية النقل، يتم إزالة أنبوب القثطار ووضع ضمادة فوق الموضع.,لدى اكتمال نقل الدم، يتم إزالة أنبوب القسطرة وتوضع ضمادة فوق الموضع.
4,إن مونتيل لا يمكن علاج الربو لدى طفلك إلا إذا استمر في تناوله.,يمكن أن يعالج مونتيل مرض الربو لدى طفلك فقط إذا داوم على تناوله.
4,ضعف الشهية، فقدان الوزن,ضعف الشهية، فقدان الوزن
4,راجع طبيبك على الفور إذا كنت تعاني من:,استشر طبيبك على الفور إذا كنت تعاني من:
4,إذا كنت قد وضعت الكثير من القطرات في عينيك، اغسل عينيك بالماء النظيف.,إذا كنت قد وضعت الكثير من في عينك، قم بغسل عينيك بالماء النظيف.
4,nan,اضطرابات بصرية بما في ذلك:
4,إذا كنت تعاني من انخفاض ضغط الدم بشكل كبير؛,في حال كان ضغطك الشریاني منخفض جدا؛
4,السلامة مع رعاية الطفل,قواعد السلامة عند العناية بالطفل
4,حافظ على قوة جسمك.,حافظ على قوة جسمك.
5,لمرضى الذين تناولوا أقراص لابريكس أكثر مما ينبغي، حدثت الأعراض التالية:,حصلت الأعراض التالية عند المرضى الذين تناولوا أقراص لابريكس أكثر مما يجب:
5,لا تنظف علبة أطفال القطط، أو قفازات الطيور أو المستمرات.,تجنبي تنظيف صندوق فضلات القطط أو أقفاص الطيور أو الزواحف.
5,احرص على رفع أسطوانات السرير إلى أعلى.,دعي القضبان الجانبية للفراش مرفوعة.
5,إيبوبروفين (أدفيل، موترين) وأسيتامينوفين (تايلينول) هي خيارات.,يعتبر الإيبوبروفين (أدفيل، موترين) وأسيتامينوفين (تايلينول) من الخيارات الجيدة.
5,"يستعمل عقار ميتوكسانترون ""إيبيفيه"" بالتزامن مع الأدوية الأخرى في هذه الإطارية.","يُستَخدَم عقار ميتوكسانترون ""إيبيفيه"" بمصاحبة منتجات دوائية أخرى للدَّواعي التَّالية:"
5,كنت قد أصبت في أي وقت مضى بتفاعل تحسسي شديد لبروتينات البويضة؛,إذا كنت قد تعرضت في أي وقت سابق للإصابة بحساسية شديدة لبروتين البيض؛
5,اتصل بطبيبك للحصول على المزيد من التعليمات.,اتصل بطبيبك للحصول على مزيد من الإرشادات.
5,انخفاض الرؤية أو ألم في العين بسبب ارتفاع الضغط (علامات محتملة على تراكم السوائل في الطبقة الوعائية للعين (انصباب المشيمية) أو الجلوكوما الحاد الغلق الزاوية).,انخفاض في الرؤية أو ألم في عينيك بسبب ارتفاع الضغط (علامات محتملة لتراكم السوائل في الطبقة الوعائية للعين (انصباب المشيمية) أو زرق (جلوكوما) حاد مغلق الزاوية (من أنواع ارتفاع ضغط العين).
5,شراب: زجاجة تحتوي على 100 مل و 60 مل,الشراب : زجاجة سعة ١٠٠ مل و٦٠  مل
5,إن ليدوكايين أو مستقلاته يُفرز بكميات صغيرة في حليب الثدي، لذلك سيقوم طبيبك بعناية خاصة إذا كنتِ ترضعين طبيعياً.,يفرز الليدوكائين أو عناصره بكميات صغيرة في حليب الأم، ولذلك فإن طبيبك سيتوخى الحذر بصفة خاصة إذا كنت ترضعين طفلك طبيعيا.
5,حمض المالك، حمض الستياريك، جيلاتين، التالك، نشا الذرة، لاكتوز، أكسيد الحديد الأحمر (E172)، سيليكا الغروي، أكاشيا، سكروز، و سيتيل بالميتيتات.,حمض مالييك، حمض ستياريك، جيلاتين، تلك، نشا ذرة، لاكتوز، أكسيد الحديد الأحمر (E172)، سيليكا غروانية، أكاسيا، سيكروز، سيتيل بالميتات.
5,إذا كنت تشعر بعدم الراحة، فاستشر الممرضة عن أدوية تخفيف الألم.,إذا شعرت بعدم الراحة، فاطلب من ممرضتك دواءً من أجل الألم.
5,لديك صرع (نوبات) أو اضطرابات نوبات، الوهن العضلي الوبيل (عسر الوظيفة العضلي)، الجلوكوما ضيق الزاوية (فرط الضغط داخل العينين)، تضخم البروستات (تضخم غدة البروستات)، احتباس البول، الربو، التهاب الشعب الهوائية ومرض الانسداد الرئوي المزمن (COPD).,"إذا كنت تعاني من الصرع (نوبات) أو نوبات التشنجات، أو الوهن العضلي الوبيل (قصور  يفوظائف العضلات)، أو زرق ضيق الزاوية ""الجلوكوما"" (ضغط زائد داخل عينيك)، أو تضخم البروستاتا (تضخم غدة البروستاتا)، أو احتباس البول، أو الربو، أو التهاب الشعب الهوائية، أو مرض الانسداد الرئوي المزمن."
5,إذا كنتِ ترضعين طفلك رضاعة طبيعية، يجب عليكِ التوقف عن الرضاعة وتخلصي من حليب الثدي لمدة 24 ساعة بعد تلقي 10 مجم/مل من بروبوفول-ليبورو.,إذا كنتِ ترضعين طفلكِ رضاعة طبيعية، ينبغي أن تتوقفي عن الرضاعة وتتخلصي من لبن الثدي طوال ال ساعة 24 . بعد تلقيك Propofol-Lipuro 10 mg/ml.
5,لا يوجد استخدام مناسب لبوريجون لدى الأطفال.,لا يوجد مبرر طبي لاستخدام بيوريجون لدى الأطفال.
5,ينطبق ذلك بشكل خاص على الأدوية المذكورة أدناه:,ينطبق ذلك خصوصاً على الأدوية التالية:
